timestamp_ms,id,x1,y1,x2,y2
14160.0,161,915,434,1023,640
14160.0,162,1012,297,1102,480
14160.0,163,1087,155,1156,349
14160.0,164,721,188,815,340
14160.0,165,817,81,906,251
14160.0,166,1056,119,1131,280
14160.0,167,1097,65,1176,233
14160.0,168,982,0,1100,100
14200.000000000002,82,1778,159,1906,346
14200.000000000002,83,1418,960,1667,1080
14200.000000000002,84,461,596,626,850
14200.000000000002,85,579,532,728,759
14200.000000000002,86,1321,727,1856,1077
14200.000000000002,87,662,455,803,664
14200.000000000002,88,747,359,877,561
14200.000000000002,89,1540,590,1661,782
14200.000000000002,90,734,403,866,612
14200.000000000002,91,1822,636,1920,902
14200.000000000002,92,542,685,702,935
14200.000000000002,93,798,327,919,517
14200.000000000002,94,1517,487,1620,629
14200.000000000002,95,245,776,470,1043
14200.000000000002,96,941,527,1054,713
14200.000000000002,97,1716,448,1865,685
14200.000000000002,98,854,280,967,470
14200.000000000002,99,358,579,532,849
14200.000000000002,100,849,846,995,1078
14200.000000000002,101,30,733,281,1053
14200.000000000002,102,1667,312,1788,514
14200.000000000002,103,975,357,1068,557
14200.000000000002,104,178,584,377,859
14200.000000000002,105,625,772,779,1080
14200.000000000002,106,501,372,637,560
14200.000000000002,107,1215,409,1433,836
14200.000000000002,108,1634,210,1734,383
14200.000000000002,109,308,486,483,735
14200.000000000002,110,560,302,683,487
14200.000000000002,111,1733,665,1906,948
14200.000000000002,112,988,544,1107,791
14200.000000000002,113,1334,236,1421,428
14200.000000000002,114,1590,108,1683,274
14200.000000000002,115,417,404,569,630
14200.000000000002,116,1566,28,1636,176
14200.000000000002,117,933,658,1061,974
